Bit,All_count,Top_count,All Pop %,Top Pop %,radius_mean,radius_std,Z
1047,3194,5,6.231465584516934,3.816793893129771,1.0585472761427677,0.374538605471466,-1.1447786793874746
1048,89,0,0.17363820820977055,0.0,3.5280898876404496,0.8358523556583053,
1049,87,1,0.16973622600280944,0.7633587786259542,3.9195402298850577,0.27200366818848803,1.6526432654929661
1050,59,0,0.11510847510535352,0.0,3.3559322033898304,0.5129744389973409,
1051,391,0,0.7628375214609021,0.0,3.8030690537084397,0.4574932172447323,
1052,92,2,0.17949118152021226,1.5267175572519085,3.217391304347826,0.4851285566178565,3.647507849678272
1053,424,0,0.8272202278757609,0.0,3.981132075471698,0.13605853869675427,
1054,40,0,0.07803964413922272,0.0,3.975,0.15612494995995996,
1055,1416,2,2.7626034025284847,1.5267175572519085,2.0437853107344632,0.2828493424399087,-0.8641507913244866
1056,462,2,0.9013578898080224,1.5267175572519085,2.158008658008658,0.5334389126395941,0.758288535781833
1057,200,0,0.39019822069611365,0.0,3.075,0.26339134382131846,
1058,764,0,1.490557203059154,0.0,3.0719895287958114,0.25847057190242867,
1059,106,0,0.20680505696894022,0.0,3.9339622641509435,0.248348048699777,
1060,452,1,0.8818479787732167,0.7633587786259542,2.2831858407079646,0.6940840599505154,-0.14524206467640327
1061,257,0,0.501404713594506,0.0,2.747081712062257,0.9263969602462485,
1062,5927,16,11.563524270329328,12.213740458015268,2.0134975535684156,0.16374652113708918,0.2330150981474202
1063,34,0,0.06633369751833931,0.0,3.4705882352941178,1.0637141952955955,
1064,626,0,1.2213204307788357,0.0,2.198083067092652,0.4885881395374464,
1065,11,0,0.02146090213828625,0.0,3.727272727272727,0.44536177141512323,
1066,1420,1,2.7704073669424067,0.7633587786259542,3.0514084507042254,0.22082939546268873,-1.401438173047941
1067,46,0,0.08974559076010613,0.0,3.652173913043478,0.5977272645594573,
1068,56,0,0.10925550179491182,0.0,3.9642857142857144,0.18557687223952257,
1069,1994,9,3.890276260340253,6.870229007633588,3.018555667001003,0.13494945062189356,1.7661297162835552
1070,424,0,0.8272202278757609,0.0,3.3254716981132075,0.4685508209794457,
1071,1855,7,3.619088496956454,5.343511450381679,2.0706199460916443,0.32484604444885445,1.0581220999627718
1072,51,0,0.09950054627750897,0.0,3.9019607843137254,0.4084836599215619,
1073,879,0,1.7149211799594193,0.0,2.949943117178612,0.5113028454079357,
1074,227,0,0.44287498049008894,0.0,3.8634361233480177,0.34338634836837145,
1075,118,0,0.23021695021070704,0.0,3.4661016949152543,0.4988495814495402,
1076,176,0,0.34337443421258,0.0,3.7443181818181817,0.43624376904783163,
1077,52,0,0.10145153738098954,0.0,3.173076923076923,0.42612538088769886,
1078,202,0,0.39410020290307474,0.0,3.896039603960396,0.3052091612237297,
1079,38,0,0.0741376619322616,0.0,3.6315789473684212,0.7041625347505079,
1080,251,0,0.4896987669736226,0.0,3.0836653386454183,0.27688526460388935,
1081,569,0,1.1101139378804432,0.0,3.13884007029877,0.3888418079057221,
1082,197,0,0.38434524738567194,0.0,3.1421319796954315,0.3491854522217226,
1083,1219,2,2.3782581551428126,1.5267175572519085,3.011484823625923,0.24276100602302964,-0.6404565784352323
1084,597,1,1.1647416887778992,0.7633587786259542,3.9547738693467336,0.20779972993100837,-0.42872145974018544
1085,13002,36,25.366786327454346,27.480916030534353,2.0220735271496695,0.20802705948119277,0.5568265538017886
1086,49,0,0.09559856407054784,0.0,3.673469387755102,0.5106120817631349,
1087,118,0,0.23021695021070704,0.0,3.1779661016949152,0.3824842066575171,
1088,679,0,1.3247229592633059,0.0,2.188512518409426,0.5118196445212032,
1089,1127,5,2.1987669736226003,3.816793893129771,2.064773735581189,0.35279529885603433,1.2644774285928067
1090,414,0,0.8077103168409552,0.0,1.538647342995169,1.134527974919342,
1091,49,1,0.09559856407054784,0.7633587786259542,3.061224489795918,1.1322393066677712,2.47622241579799
1092,82,0,0.15998127048540658,0.0,3.8048780487804876,0.39629455632370536,
1093,3021,48,5.893944123614796,36.6412213740458,1.096325719960278,0.5058313431666179,14.961735647023087
1094,76,0,0.1482753238645232,0.0,3.9210526315789473,0.3540427380808872,
1095,31,0,0.060480724207897615,0.0,3.5806451612903225,0.49345350131543086,
1096,196,3,0.38239425628219137,2.2900763358778624,2.423469387755102,1.438983557110476,3.5421698028981856
1097,74,0,0.14437334165756205,0.0,3.945945945945946,0.2261243314956961,
1098,148,0,0.2887466833151241,0.0,3.418918918918919,0.5696551056312971,
1099,335,0,0.6535820196659903,0.0,3.0955223880597016,0.2939351313454608,
1100,332,1,0.6477290463555486,0.7633587786259542,2.2710843373493974,0.6846035033087642,0.1651851647101307
1101,107,1,0.2087560480724208,0.7633587786259542,3.8878504672897196,0.43935174854366954,1.392526145889736
1102,152,1,0.2965506477290464,0.7633587786259542,3.7565789473684212,0.42914711203422184,0.9838320991731786
1103,179,0,0.34922740752302167,0.0,3.195530726256983,0.396608700542991,
1104,373,0,0.727719681598252,0.0,3.9571045576407506,0.2275506184871093,
1105,81,0,0.15803027938192601,0.0,3.3703703703703702,0.5078262666963737,
1106,1697,1,3.310831902606524,0.7633587786259542,2.1420153211549793,0.40530825738105425,-1.631695965214887
1107,112,0,0.21851100358982364,0.0,3.8392857142857144,0.3908226540757016,
1108,286,0,0.5579834555954425,0.0,3.7202797202797204,0.6886248017322357,
1109,148,3,0.2887466833151241,2.2900763358778624,3.8986486486486487,0.3627944259096973,4.274399856425795
1110,151,0,0.2945996566255658,0.0,3.185430463576159,0.3886463775131447,
1111,444,2,0.8662400499453723,1.5267175572519085,2.891891891891892,0.6890566910260519,0.8167990419527748
1112,115,3,0.22436397690026533,2.2900763358778624,2.8086956521739133,0.9681506545889934,5.003433557369162
1113,89,0,0.17363820820977055,0.0,3.50561797752809,0.4999684373322919,
1114,522,1,1.0184173560168566,0.7633587786259542,2.67816091954023,0.9325232881366353,-0.29112999069041195
1115,680,0,1.3266739503667864,0.0,3.0426470588235293,0.27590289024272774,
1116,43,0,0.08389261744966443,0.0,3.302325581395349,0.45926552693329065,
1117,24,0,0.046823786483533636,0.0,3.125,0.33071891388307384,
1118,2427,11,4.735055408147339,8.396946564885496,2.738772146683148,0.4665937642437101,1.9758931038969594
1119,399,2,0.7784454502887467,1.5267175572519085,3.037593984962406,0.19021219008531606,0.9757297725746847
1120,68,0,0.13266739503667863,0.0,3.5,0.5,
1121,324,2,0.6321211175277041,1.5267175572519085,3.058641975308642,0.2349533869526945,1.2935735068416472
1122,266,0,0.5189636335258311,0.0,3.6278195488721803,0.4911017816284049,
1123,356,0,0.6945528328390822,0.0,3.193820224719101,0.4023330992312566,
1124,117,0,0.22826595910722647,0.0,3.965811965811966,0.18171189423478035,
1125,243,0,0.47409083814577807,0.0,3.7448559670781894,0.4359421468339632,
1126,59,0,0.11510847510535352,0.0,3.9491525423728815,0.21968612536975796,
1127,83,2,0.16193226158888716,1.5267175572519085,3.6506024096385543,0.6098337703539164,3.889884145691819
1128,2138,4,4.171218979241455,3.053435114503817,2.27689429373246,0.6832482322830111,-0.6407158470347901
1129,155,0,0.30240362103948804,0.0,3.858064516129032,0.34898395706576835,
1130,24,0,0.046823786483533636,0.0,3.5833333333333335,0.4930066485916347,
1131,200,0,0.39019822069611365,0.0,3.91,0.30315012782448236,
1132,1061,1,2.0700015607928828,0.7633587786259542,3.010367577756833,0.11020483304236357,-1.0517215426830975
1133,104,0,0.20290307476197908,0.0,3.7788461538461537,0.4150238818251392,
1134,152,1,0.2965506477290464,0.7633587786259542,3.7828947368421053,0.4430421620350824,0.9838320991731786
1135,190,0,0.37068830966130795,0.0,3.7578947368421054,0.44047317795595103,
1136,325,0,0.6340721086311847,0.0,3.335384615384615,0.5216632480620983,
1137,35,0,0.06828468862181988,0.0,3.257142857142857,0.4370588154508102,
1138,1894,3,3.695177149992196,2.2900763358778624,2.1568109820485746,0.5201469709103261,-0.8535971206585689
1139,224,0,0.4370220071796473,0.0,3.9107142857142856,0.3004036400225129,
1140,158,0,0.30825659434992975,0.0,3.2341772151898733,0.42348346729924313,
1141,600,1,1.170594662088341,0.7633587786259542,3.415,0.5126158405667933,-0.4338971366688029
1142,139,0,0.27118776338379896,0.0,2.5467625899280577,0.8329804473400598,
1143,927,0,1.8085687529264867,0.0,2.132686084142395,0.45353651887002855,
1144,50,0,0.09754955517402841,0.0,3.16,0.7578918128598566,
1145,80,0,0.15607928827844544,0.0,3.95,0.21794494717703364,
1146,47,1,0.0916965818635867,0.7633587786259542,3.3404255319148937,0.4738522861982998,2.5430836531615366
1147,60,0,0.11705946620883409,0.0,3.5,0.806225774829855,
1148,93,1,0.18144217262369283,0.7633587786259542,3.3548387096774195,0.5800474821187602,1.5670147799757326
1149,51,0,0.09950054627750897,0.0,3.6666666666666665,0.4714045207910317,
1150,168,0,0.32776650538473545,0.0,2.8452380952380953,0.6170985801283064,
1151,64,0,0.12486343062275636,0.0,3.75,0.4330127018922193,
1152,51,0,0.09950054627750897,0.0,3.7058823529411766,0.45564509955381377,
1153,633,0,1.2349773685031997,0.0,2.345971563981043,0.7189955116653152,
1154,49,0,0.09559856407054784,0.0,3.4693877551020407,0.49906201063826466,
1155,34,0,0.06633369751833931,0.0,3.411764705882353,0.6910200073218077,
1156,615,0,1.1998595286405493,0.0,3.2439024390243905,0.4294345576014393,
1157,34,0,0.06633369751833931,0.0,3.764705882352941,0.4241825029957635,
1158,207,0,0.4038551584204776,0.0,3.1449275362318843,0.5185085165216904,
1159,47,1,0.0916965818635867,0.7633587786259542,3.702127659574468,0.4573230906426528,2.5430836531615366
1160,14855,47,28.981972842203838,35.87786259541985,1.029619656681252,0.29433874694113094,1.7419237539321153
1161,445,0,0.8681910410488528,0.0,3.0898876404494384,0.2860207204799518,
1162,341,1,0.6652879662868737,0.7633587786259542,3.721407624633431,0.46120371749669803,0.13825203300166664
1163,224,0,0.4370220071796473,0.0,3.9598214285714284,0.19637783435645328,
1164,32,0,0.06243171531137818,0.0,3.8125,0.3903123748998999,
1165,135,0,0.2633837989698767,0.0,3.6,0.7323225357015148,
1166,312,0,0.6087092242859372,0.0,2.7884615384615383,0.5718796648638703,
1167,525,3,1.0242703293272983,2.2900763358778624,2.5885714285714285,1.0096028720163555,1.4407300220666777
1168,68,0,0.13266739503667863,0.0,3.4411764705882355,0.5253109146909338,
1169,902,1,1.7597939753394725,0.7633587786259542,3.155210643015521,0.39152681684968504,-0.868481596989794
1170,31,0,0.060480724207897615,0.0,3.5806451612903225,0.5549887269059759,
1171,290,1,0.5657874200093648,0.7633587786259542,2.472413793103448,0.6855134253692443,0.3018676192907898
1172,659,5,1.2857031371936944,3.816793893129771,3.025796661608498,0.15852821155350988,2.5747463071955634
1173,53,0,0.10340252848447011,0.0,3.9056603773584904,0.29230062990244654,
1174,8,0,0.015607928827844545,0.0,3.875,0.33071891388307384,
1175,17,1,0.033166848759169656,0.7633587786259542,3.4705882352941178,0.4991341984846218,4.595619490730274
1176,598,1,1.1666926798813797,0.7633587786259542,3.020066889632107,0.25785063902871413,-0.43044922727083174
1177,196,0,0.38239425628219137,0.0,3.923469387755102,0.265845213675776,
1178,131,0,0.2555798345559544,0.0,3.9618320610687023,0.19160153279406314,
1179,609,1,1.188153582019666,0.7633587786259542,2.8505747126436782,0.5083898709045865,-0.44928870778047014
1180,1186,0,2.313875448727954,0.0,2.051433389544688,0.29306567537403655,
1181,386,1,0.7530825659434993,0.7633587786259542,3.062176165803109,0.3075381606580663,0.013621984449802688
1182,350,13,0.6828468862181989,9.923664122137405,3.834285714285714,0.3718239653713701,12.859488350807014
1183,644,3,1.2564382706414858,2.2900763358778624,3.0527950310559007,0.22362405002974772,1.0634831869341386
1184,236,1,0.4604339004214141,0.7633587786259542,3.864406779661017,0.3423560996054942,0.5127911609185528
1185,101,0,0.19705010145153737,0.0,3.217821782178218,0.49958320045714316,
1186,238,0,0.4643358826283752,0.0,3.9789915966386555,0.1933229759718881,
1187,66,1,0.12876541282971748,0.7633587786259542,3.712121212121212,0.4850851695024885,2.027976005579307
1188,111,0,0.21656001248634307,0.0,3.135135135135135,0.5108989866219036,
1189,617,7,1.2037615108475106,5.343511450381679,2.9983792544570504,0.357821563180471,4.350315786899661
1190,55,0,0.10730451069143125,0.0,3.4909090909090907,0.4999173485406371,
1191,221,0,0.4311690338692056,0.0,2.3800904977375565,0.6661580200277286,
1192,214,0,0.4175120961448416,0.0,3.1261682242990654,0.49101010679171686,
1193,763,1,1.4886062119556736,0.7633587786259542,2.0865006553079946,0.40684019866192794,-0.6863413449142449
1194,48,0,0.09364757296706727,0.0,3.2291666666666665,0.9626262543456601,
1195,1314,7,2.5636023099734664,5.343511450381679,2.058599695585997,0.30531544612702277,2.0157272686757524
1196,148,0,0.2887466833151241,0.0,3.135135135135135,0.3418678551533384,
1197,823,1,1.6056656781645076,0.7633587786259542,3.623329283110571,0.4845512232235439,-0.7679710631701645
1198,39,0,0.07608865303574215,0.0,3.5641025641025643,0.5451356827043409,
1199,655,1,1.2778991727797722,0.7633587786259542,3.238167938931298,0.42596240655310813,-0.5249900740040604
1200,184,1,0.3589823630404245,0.7633587786259542,3.9239130434782608,0.2651371938619667,0.7748493827153664
1201,104,0,0.20290307476197908,0.0,3.9615384615384617,0.19230769230769226,
1202,369,0,0.7199157171843297,0.0,3.0704607046070462,0.25592185079301977,
1203,72,0,0.1404713594506009,0.0,3.888888888888889,0.35572912430182496,
1204,301,2,0.587248322147651,1.5267175572519085,3.043189368770764,0.20328316997712098,1.4090867438800008
1205,513,0,1.0008584360855315,0.0,3.0701754385964914,0.2554424522554568,
1206,47,1,0.0916965818635867,0.7633587786259542,3.74468085106383,0.48237378930870783,2.5430836531615366
1207,181,0,0.3531293897299828,0.0,3.6353591160220993,0.49267396264326974,
1208,4979,8,9.713984704229748,6.106870229007634,2.113275758184374,0.45968467068409263,-1.3958478462351949
1209,174,0,0.3394724520056189,0.0,3.2126436781609193,0.4091776439385646,
1210,54,0,0.10535351958795068,0.0,3.425925925925926,0.5306129178479408,
1211,140,2,0.27313875448727953,1.5267175572519085,3.9785714285714286,0.1448081066622378,2.752586708998096
1212,161,0,0.31410956766037146,0.0,2.37888198757764,0.7472026455564009,
1213,771,1,1.5042141407835181,0.7633587786259542,3.971465629053178,0.16649372547183705,-0.6975203401950856
1214,267,0,0.5209146246293117,0.0,2.3670411985018727,0.708508912048745,
1215,110,1,0.2146090213828625,0.7633587786259542,3.0,0.9341987329938275,1.3589515665803367
1216,279,8,0.5443265178710786,6.106870229007634,3.193548387096774,0.39507899077148034,8.663951560625225
1217,380,1,0.7413766193226159,0.7633587786259542,3.126315789473684,0.6881264458950594,0.02936661505650599
1218,291,0,0.5677384111128453,0.0,3.508591065292096,0.4999261881489576,
1219,22,0,0.0429218042765725,0.0,4.0,0.0,
1220,190,0,0.37068830966130795,0.0,3.957894736842105,0.20082930556146225,
1221,776,0,1.513969096300921,0.0,3.0438144329896906,0.20468201789967438,
1222,22,0,0.0429218042765725,0.0,3.6363636363636362,0.48104569292083477,
1223,717,1,1.3988606211955674,0.7633587786259542,2.126917712691771,0.4832630951875195,-0.6201199898778017
1224,1885,3,3.677618230060871,2.2900763358778624,3.029177718832891,0.20523031697309208,-0.8448629838885727
1225,811,0,1.5822537849227407,0.0,2.0690505548705302,0.33705251912739614,
1226,100,0,0.19509911034805683,0.0,3.79,0.5881326381013046,
1227,325,0,0.6340721086311847,0.0,3.3261538461538462,0.4688043459620435,
1228,594,1,1.1588887154674574,0.7633587786259542,3.776094276094276,0.4168596295013199,-0.4235227943434924
1229,100,0,0.19509911034805683,0.0,3.86,0.34698703145794946,
1230,232,4,0.4526299360074918,3.053435114503817,3.564655172413793,0.49580208619986943,4.440259938917746
1231,244,0,0.47604182924925864,0.0,3.2827868852459017,0.4503537085212277,
1232,3145,5,6.135867020446387,3.816793893129771,2.6543720190779014,0.55801783673724,-1.1074235220554998
1233,49,0,0.09559856407054784,0.0,3.204081632653061,0.40302893179860205,
1234,20,0,0.03901982206961136,0.0,3.9,0.3,
1235,98,0,0.19119712814109568,0.0,3.2551020408163267,0.4359185584345679,
1236,13,0,0.025362884345247385,0.0,3.6923076923076925,0.4615384615384616,
1237,33,0,0.06438270641485874,0.0,3.8484848484848486,0.3585502898848252,
1238,312,2,0.6087092242859372,1.5267175572519085,3.480769230769231,0.5485546725686002,1.3525540301059387
1239,110,0,0.2146090213828625,0.0,3.5090909090909093,0.49991734854063713,
1240,258,0,0.5033557046979866,0.0,3.488372093023256,0.7219297896864378,
1241,118,1,0.23021695021070704,0.7633587786259542,3.2966101694915255,0.45676315180379207,1.2748576701625003
1242,521,0,1.016466364913376,0.0,2.076775431861804,0.3530209161331672,
1243,1640,5,3.1996254097081316,3.816793893129771,3.023170731707317,0.15044550142647872,0.4018858902286414
1244,328,0,0.6399250819416263,0.0,3.7347560975609757,0.44146299353166824,
1245,1898,15,3.702981114406118,11.450381679389313,2.171232876712329,0.5486593081231229,4.701765308994213
1246,102,0,0.19900109255501794,0.0,3.9411764705882355,0.2352941176470588,
1247,10953,15,21.369205556422664,11.450381679389313,3.0057518488085457,0.07562251677793616,-2.7730440276344934
1248,31,2,0.060480724207897615,1.5267175572519085,3.935483870967742,0.2456701001891583,6.834615889395402
1249,2002,3,3.9058841891680975,2.2900763358778624,1.3406593406593406,0.9327192501688434,-0.9558037767004934
1250,172,0,0.33557046979865773,0.0,3.302325581395349,0.45926552693329065,
1251,52,0,0.10145153738098954,0.0,3.769230769230769,0.6081303192631498,
1252,238,0,0.4643358826283752,0.0,3.7478991596638656,0.43421884647945586,
1253,164,0,0.31996254097081317,0.0,3.201219512195122,0.4158429295518906,
1254,1030,0,2.009520836584985,0.0,3.0524271844660196,0.25914147284895406,
1255,57,0,0.11120649289839238,0.0,3.7017543859649122,0.4574878880843964,
1256,797,0,1.5549399094740128,0.0,2.1706398996235885,0.5519362218933289,
1257,59,0,0.11510847510535352,0.0,3.610169491525424,0.48771168033688667,
1258,75,0,0.14632433276104262,0.0,2.933333333333333,0.771722460186015,
1259,416,0,0.8116122990479163,0.0,3.1177884615384617,0.3223574721747022,
1260,64,1,0.12486343062275636,0.7633587786259542,3.359375,0.47981726664950275,2.0720418320791496
1261,215,1,0.41946308724832215,0.7633587786259542,2.7488372093023257,0.8903545395275572,0.6097892089225889
1262,46,0,0.08974559076010613,0.0,3.739130434782609,0.4391089103635685,
1263,126,0,0.24582487903855157,0.0,3.3174603174603177,0.4654881999560374,
1264,321,3,0.6262681442172624,2.2900763358778624,3.121495327102804,0.9894485109884026,2.416987497832402
1265,63,1,0.12291243951927579,0.7633587786259542,3.8095238095238093,0.39267672624930106,2.0947828016268937
1266,150,8,0.29264866552208524,6.106870229007634,3.8133333333333335,0.3896437118987322,12.33507572231742
1267,333,0,0.6496800374590291,0.0,2.5165165165165164,0.8650004064627126,
1268,202,1,0.39410020290307474,0.7633587786259542,3.133663366336634,0.9784588030428435,0.6754167639906142
1269,68,0,0.13266739503667863,0.0,3.9705882352941178,0.16895772489817729,
1270,657,0,1.2818011549867332,0.0,3.045662100456621,0.20875122284314998,
1271,47,0,0.0916965818635867,0.0,3.382978723404255,0.4861131769700368,
1272,69,0,0.1346183861401592,0.0,3.739130434782609,0.4391089103635686,
1273,164,2,0.31996254097081317,1.5267175572519085,3.5365853658536586,0.4986597146405092,2.448795701445935
1274,409,0,0.7979553613235524,0.0,3.0,0.8900427175814678,
1275,66,0,0.12876541282971748,0.0,3.9696969696969697,0.1714198257421934,
1276,333,0,0.6496800374590291,0.0,3.4594594594594597,0.49835375444826413,
1277,843,39,1.644685500234119,29.770992366412212,2.069988137603796,0.32832061240968047,25.343084372767287
1278,198,0,0.3862962384891525,0.0,3.085858585858586,0.9032500354091813,
1279,1295,5,2.5265334790073357,3.816793893129771,1.16988416988417,0.6741936311034463,0.9422339423336609
1280,71,0,0.13852036834712034,0.0,3.732394366197183,0.5023254788768171,
1281,543,0,1.0593881691899485,0.0,3.561694290976059,0.4998770405942479,
1282,74,0,0.14437334165756205,0.0,4.0,0.0,
1283,253,0,0.4936007491805837,0.0,3.2450592885375493,0.43012234729088367,
1284,611,0,1.192055564226627,0.0,3.18657937806874,0.3895735023692218,
1285,55,0,0.10730451069143125,0.0,3.381818181818182,0.48583233512317764,
1286,214,0,0.4175120961448416,0.0,2.957943925233645,0.7631143008147319,
1287,206,0,0.401904167316997,0.0,3.29126213592233,0.45434403715718796,
1288,553,1,1.078898080224754,0.7633587786259542,2.5895117540687163,0.7885014149172972,-0.35003049591298474
1289,540,1,1.0535351958795067,0.7633587786259542,3.1333333333333333,0.33993463423951903,-0.3257050970360851
1290,32,0,0.06243171531137818,0.0,3.96875,0.17399263633843817,
1291,122,0,0.23802091462462932,0.0,3.901639344262295,0.2978016741735238,
1292,238,2,0.4643358826283752,1.5267175572519085,2.726890756302521,0.8964165334883071,1.7908623028275152
1293,293,0,0.5716403933198064,0.0,2.9180887372013653,0.4526528919490882,
1294,4330,16,8.44779147807086,12.213740458015268,3.004618937644342,0.06780562704805174,1.5518706978546981
1295,320,0,0.6243171531137818,0.0,3.10625,0.30815732589052625,
1296,263,3,0.5131106602153894,2.2900763358778624,2.3840304182509504,0.7301568344383358,2.850215519167458
1297,76,0,0.1482753238645232,0.0,3.8947368421052633,0.3471291041650769,
1298,351,0,0.6847978773216794,0.0,3.5584045584045585,0.4965771919425705,
1299,882,0,1.720774153269861,0.0,3.012471655328798,0.19881397711403329,
1300,1120,2,2.1851100358982363,1.5267175572519085,3.6285714285714286,0.4831867007225075,-0.51609877231798
1301,60,0,0.11705946620883409,0.0,3.45,0.49749371855331,
1302,704,3,1.37349773685032,2.2900763358778624,3.0255681818181817,0.15784311798964887,0.902497545152644
1303,1765,5,3.4434992976432026,3.816793893129771,2.128611898016997,0.38806931067370665,0.2346108268498614
1304,42,0,0.08194162634618386,0.0,3.880952380952381,0.32384453592227247,
1305,89,0,0.17363820820977055,0.0,2.797752808988764,0.737133459184572,
1306,81,0,0.15803027938192601,0.0,2.5925925925925926,0.8574694002066833,
1307,192,0,0.3745902918682691,0.0,3.359375,0.47981726664950275,
1308,143,0,0.27899172779772125,0.0,3.3076923076923075,0.5700051432815337,
1309,1562,1,3.0474481036366474,0.7633587786259542,3.096670934699104,0.299810747882282,-1.5228334531907264
1310,203,0,0.3960511940065553,0.0,3.4679802955665027,0.7576924780129145,
1311,177,0,0.3453254253160606,0.0,3.768361581920904,0.42187920231851905,
1312,289,2,0.5638364289058841,1.5267175572519085,3.096885813148789,0.295802218313668,1.473706623048154
1313,277,1,0.5404245356641174,0.7633587786259542,3.9422382671480145,0.2624228425326534,0.34847614872264376
1314,1447,9,2.823084126736382,6.870229007633588,2.370421561852108,0.7273196063946542,2.800221540325501
1315,366,2,0.7140627438738879,1.5267175572519085,3.2540983606557377,0.49414288673517676,1.1060663021403268
1316,3173,4,6.190494771343842,3.053435114503817,2.070595650803656,0.3013712616045883,-1.4918452665129571
1317,48,0,0.09364757296706727,0.0,2.7916666666666665,0.9119195261766371,
1318,318,0,0.6204151709068206,0.0,2.2641509433962264,0.6289937075474843,
1319,179,0,0.34922740752302167,0.0,3.217877094972067,0.41280342350639476,
1320,1869,2,3.646402372405182,1.5267175572519085,2.0807918673087213,0.345265639341957,-1.2959615967436482
1321,99,0,0.19314811924457626,0.0,3.95959595959596,0.196904936258767,
1322,77,0,0.15022631496800373,0.0,3.3896103896103895,0.4876619053381452,
1323,2175,8,4.243405650070236,6.106870229007634,2.2970114942528737,0.598899594260852,1.0594162430169745
1324,970,40,1.892461370376151,30.53435114503817,3.0216494845360824,0.1455361960317927,24.08929408893983
1325,19,0,0.0370688309661308,0.0,3.526315789473684,0.49930699897395464,
1326,19732,36,38.49695645387857,27.480916030534353,1.0092742752888708,0.166543729045794,-2.5944847678906844
1327,74,1,0.14437334165756205,0.7633587786259542,3.5,0.5,1.8682619228329587
1328,220,0,0.429218042765725,0.0,3.8772727272727274,0.3281238931504354,
1329,65,1,0.12681442172623694,0.7633587786259542,3.476923076923077,0.8247646248418591,2.0497788352984387
1330,190,0,0.37068830966130795,0.0,2.9947368421052634,0.660919363033141,
1331,149,0,0.29069767441860467,0.0,3.0671140939597317,0.25021948835311747,
1332,77,0,0.15022631496800373,0.0,3.987012987012987,0.11321815437767983,
1333,100,1,0.19509911034805683,0.7633587786259542,2.61,0.8932524839036273,1.475809702956362
1334,121,0,0.23606992352114875,0.0,3.5867768595041323,0.9931119924495737,
1335,201,0,0.39214921179959417,0.0,3.189054726368159,0.3915520869641991,
1336,1264,3,2.466052754799438,2.2900763358778624,3.8876582278481013,0.32321499628684863,-0.13003567012180742
1337,81,2,0.15803027938192601,1.5267175572519085,3.0864197530864197,0.7403291037316025,3.948795222441291
1338,52,0,0.10145153738098954,0.0,3.019230769230769,0.8201872350821586,
1339,169,0,0.329717496488216,0.0,3.2781065088757395,0.448066154263729,
1340,141,0,0.2750897455907601,0.0,3.624113475177305,0.4843509525947198,
1341,88,0,0.17168721710629,0.0,2.75,0.92010374909078,
1342,366,0,0.7140627438738879,0.0,3.185792349726776,0.38893900872730586,
1343,87,0,0.16973622600280944,0.0,3.4827586206896552,0.49970264642032536,
1344,355,0,0.6926018417356017,0.0,2.2366197183098593,0.4809730268621461,
1345,54,0,0.10535351958795068,0.0,3.3703703703703702,0.4829038818668628,
1346,110,1,0.2146090213828625,0.7633587786259542,3.4,0.48989794855663565,1.3589515665803367
1347,106,0,0.20680505696894022,0.0,3.9716981132075473,0.1658339229362919,
1348,361,0,0.7043077883564851,0.0,3.2077562326869806,0.4057013439301055,
1349,186,0,0.36288434524738566,0.0,2.5483870967741935,0.8800797743931354,
1350,299,1,0.5833463399406899,0.7633587786259542,3.9565217391304346,0.20393111999232302,0.2708923948561204
1351,560,0,1.0925550179491181,0.0,2.8232142857142857,0.5370192439450815,
1352,82,1,0.15998127048540658,0.7633587786259542,3.7439024390243905,0.43647634556520204,1.7301721847316804
1353,43,0,0.08389261744966443,0.0,3.9069767441860463,0.36177556246753595,
1354,571,3,1.1140159200874045,2.2900763358778624,3.1313485113835378,0.33778111246910525,1.2841142643814598
1355,171,1,0.33361947869517716,0.7633587786259542,4.0,0.0,0.854067380619308
1356,27,0,0.05267675979397534,0.0,3.5555555555555554,0.628539361054709,
1357,72,0,0.1404713594506009,0.0,3.0833333333333335,0.9537935951882998,
1358,144,1,0.2809427189012018,0.7633587786259542,3.3194444444444446,0.46626139809984773,1.0445058837937493
1359,668,7,1.3032620571250195,5.343511450381679,3.154191616766467,0.3693299148965675,4.082517027362044
1360,145,0,0.2828937100046824,0.0,3.206896551724138,0.4050806939472666,
1361,1237,5,2.4133759950054627,3.816793893129771,2.1608730800323364,0.5014016385408198,1.048012531864888
1362,97,1,0.18924613703761511,0.7633587786259542,3.0927835051546393,0.8976771194933849,1.5138471813675276
1363,1342,4,2.6182300608709226,3.053435114503817,2.046199701937407,0.26903761043213803,0.3123476923943442
1364,72,0,0.1404713594506009,0.0,4.0,0.0,
1365,968,0,1.88855938816919,0.0,3.020661157024793,0.14224722709139262,
1366,276,1,0.5384735445606368,0.7633587786259542,2.652173913043478,0.7238401408214373,0.3521586021103444
1367,97,0,0.18924613703761511,0.0,2.9587628865979383,0.9296660055748862,
1368,234,1,0.45653191821445294,0.7633587786259542,3.1153846153846154,0.7620390308571066,0.5216011323163591
1369,4916,0,9.591072264710473,0.0,3.0044751830756713,0.0667469535792496,
1370,243,0,0.47409083814577807,0.0,3.2222222222222223,0.42552315900281695,
1371,82,1,0.15998127048540658,0.7633587786259542,3.4634146341463414,0.4986597146405092,1.7301721847316804
1372,167,0,0.3258155142812549,0.0,3.9580838323353293,0.2003976111458864,
